Date,Open,High,Low,Close,Volume
2021-06-04,2000.79,2073.79,1999.83,2037.29,31422.0
2021-06-07,2050.79,2064.79,2025.8,2056.79,25466.0
2021-06-08,2045.79,2065.78,1946.94,1976.79,47314.0
2021-06-09,1977.79,1999.79,1945.9,1985.29,25502.0
2021-06-10,1980.79,2037.16,1975.87,2024.27,25567.0
2021-06-11,2024.79,2029.79,1964.6,1964.6,33971.0
2021-06-15,1980.89,1994.67,1933.79,1978.79,29361.0
2021-06-16,1977.79,1980.79,1933.79,1943.79,27593.0
2021-06-17,1941.44,1973.79,1930.15,1942.7,21068.0
2021-06-18,1932.79,1942.29,1850.79,1876.73,54028.0
2021-06-21,1870.79,1885.48,1835.79,1867.43,35488.0
2021-06-22,1877.79,1883.79,1839.68,1860.76,33228.0
2021-06-23,1865.79,1868.79,1819.94,1823.79,37079.0
2021-06-24,1825.8,1865.79,1806.79,1853.84,31474.0
2021-06-25,1855.04,1914.08,1847.68,1897.08,35875.0
2021-06-28,1905.08,1923.08,1878.08,1908.09,27452.0
2021-06-29,1913.08,1920.08,1856.08,1867.08,33031.0
2021-06-30,1870.08,1879.08,1851.38,1861.78,21916.0
2021-07-01,1865.05,1915.08,1836.68,1910.08,33701.0
2021-07-02,1880.08,1880.08,1816.58,1818.08,46275.0
2021-07-05,1805.08,1824.96,1790.08,1799.08,34421.0
2021-07-06,1800.08,1819.08,1765.09,1817.98,35283.0
2021-07-07,1815.08,1833.96,1804.09,1809.08,28122.0
2021-07-08,1805.18,1809.08,1773.08,1790.08,35517.0
2021-07-09,1769.6,1790.99,1750.08,1777.19,30908.0
2021-07-12,1780.63,1803.86,1745.58,1766.08,39010.0
2021-07-13,1773.08,1810.58,1770.08,1787.98,29925.0
2021-07-14,1779.08,1779.58,1750.08,1767.08,30771.0
2021-07-15,1760.1,1818.08,1755.68,1803.07,42190.0
2021-07-16,1785.08,1801.68,1755.08,1760.98,35408.0
2021-07-19,1760.97,1791.08,1746.08,1780.08,30052.0
2021-07-20,1780.08,1794.01,1766.49,1785.08,23475.0
2021-07-21,1794.08,1811.08,1767.09,1774.08,29780.0
2021-07-22,1765.08,1778.98,1744.04,1745.09,39090.0
2021-07-23,1742.9,1742.9,1700.17,1705.08,47585.0
2021-07-26,1684.08,1684.08,1585.08,1609.19,98619.0
2021-07-27,1608.08,1615.08,1508.08,1517.97,86577.0
2021-07-28,1508.08,1593.28,1487.2,1573.98,85369.0
2021-07-29,1615.09,1628.08,1539.42,1554.87,63864.0
2021-07-30,1530.08,1530.08,1462.84,1484.07,77736.0
2021-08-02,1469.08,1561.06,1425.8,1560.08,97401.0
2021-08-03,1535.08,1574.07,1493.88,1554.38,54375.0
2021-08-04,1539.14,1565.08,1523.08,1529.08,38175.0
2021-08-05,1497.96,1550.08,1481.44,1504.08,48060.0
2021-08-06,1494.08,1499.09,1451.68,1476.08,45686.0
2021-08-09,1456.08,1514.08,1455.08,1498.88,47698.0
2021-08-10,1505.08,1607.96,1480.08,1604.08,83285.0
2021-08-11,1585.09,1590.09,1555.09,1555.58,38663.0
2021-08-12,1537.08,1554.08,1491.27,1495.08,47551.0
2021-08-13,1495.08,1518.08,1484.08,1505.12,37905.0
2021-08-16,1501.08,1518.68,1490.16,1504.28,28057.0
2021-08-17,1505.08,1505.08,1433.96,1440.08,61201.0
2021-08-18,1429.74,1448.07,1405.08,1425.08,59970.0
2021-08-19,1427.3,1448.28,1405.08,1425.05,41292.0
2021-08-20,1360.25,1402.63,1330.58,1353.08,114545.0
2021-08-23,1342.96,1404.08,1341.85,1375.27,71597.0
2021-08-24,1380.08,1447.63,1370.85,1430.26,72594.0
2021-08-25,1452.72,1485.95,1448.08,1470.1,54239.0
2021-08-26,1470.07,1470.07,1399.8,1400.08,54020.0
2021-08-27,1394.08,1430.08,1389.18,1401.11,36095.0
2021-08-30,1410.08,1418.08,1351.03,1391.08,51588.0
2021-08-31,1394.88,1421.43,1360.18,1363.08,43677.0
2021-09-01,1364.08,1440.07,1336.18,1427.09,77316.0
2021-09-02,1438.07,1448.08,1405.97,1423.88,42837.0
2021-09-03,1415.1,1464.87,1387.08,1463.3,52835.0
2021-09-06,1454.08,1513.24,1431.23,1475.75,55338.0
2021-09-07,1466.11,1489.56,1456.08,1474.08,31211.0
2021-09-08,1465.08,1476.26,1433.16,1438.18,33064.0
2021-09-09,1431.08,1450.08,1429.09,1439.16,19950.0
2021-09-10,1439.16,1473.88,1438.08,1467.66,33388.0
2021-09-13,1470.08,1489.08,1445.18,1459.08,27720.0
2021-09-14,1464.08,1488.08,1458.08,1462.08,33761.0
2021-09-15,1455.08,1465.08,1415.08,1420.82,41570.0
2021-09-16,1408.08,1449.08,1390.08,1443.15,45968.0
2021-09-17,1425.08,1510.68,1425.08,1491.08,55130.0
2021-09-22,1463.91,1493.08,1440.08,1442.77,31743.0
2021-09-23,1443.08,1460.96,1430.16,1440.08,30342.0
2021-09-24,1433.08,1525.06,1433.08,1499.08,69537.0
2021-09-27,1555.08,1668.48,1555.08,1660.08,126869.0
2021-09-28,1653.08,1665.08,1600.08,1627.14,49221.0
2021-09-29,1614.08,1650.09,1590.98,1625.08,43291.0
2021-09-30,1623.26,1655.3,1608.48,1635.08,40539.0
2021-10-08,1627.5,1683.08,1612.31,1644.68,47452.0
2021-10-11,1644.59,1694.98,1636.09,1672.2,37676.0
2021-10-12,1671.08,1682.08,1647.5,1676.07,30606.0
2021-10-13,1675.08,1755.03,1667.08,1734.98,50143.0
2021-10-14,1734.01,1746.88,1701.08,1716.08,26623.0
2021-10-15,1695.18,1735.07,1695.18,1722.05,28561.0
2021-10-18,1693.08,1693.08,1592.08,1605.08,69652.0
2021-10-19,1605.08,1643.88,1604.96,1617.26,40315.0
2021-10-20,1638.08,1654.88,1611.09,1646.08,28663.0
2021-10-21,1646.18,1665.08,1634.08,1649.08,23019.0
2021-10-22,1660.08,1726.09,1659.08,1706.08,35963.0
2021-10-25,1685.08,1690.09,1663.08,1678.11,32461.0
2021-10-26,1669.11,1684.07,1649.08,1666.13,21130.0
2021-10-27,1657.38,1663.38,1605.18,1624.08,34647.0
2021-10-28,1630.28,1648.86,1607.08,1630.57,29491.0
2021-10-29,1630.08,1653.08,1618.08,1631.16,28776.0
2021-11-01,1585.08,1631.38,1565.08,1608.08,41690.0
2021-11-02,1601.78,1649.3,1593.08,1609.72,32500.0
2021-11-03,1605.08,1615.06,1566.27,1570.08,27829.0
2021-11-04,1583.02,1621.08,1574.5,1609.28,31130.0
2021-11-05,1609.29,1650.07,1609.29,1625.02,27077.0
2021-11-08,1625.08,1635.88,1607.13,1625.18,17706.0
2021-11-09,1625.06,1632.95,1587.08,1595.09,27352.0
2021-11-10,1595.09,1600.08,1540.08,1559.07,35349.0
2021-11-11,1558.01,1574.68,1546.58,1574.68,22652.0
2021-11-12,1583.08,1590.13,1571.74,1578.86,17607.0
2021-11-15,1578.76,1589.08,1555.08,1566.22,24947.0
2021-11-16,1573.08,1623.08,1570.08,1613.08,33526.0
2021-11-17,1610.08,1625.58,1595.09,1600.08,24505.0
2021-11-18,1586.3,1612.08,1575.08,1597.08,19521.0
2021-11-19,1599.27,1654.08,1593.28,1633.49,31156.0
2021-11-22,1654.08,1714.08,1653.08,1659.35,42573.0
2021-11-23,1657.08,1722.08,1657.08,1701.51,45782.0
2021-11-24,1705.08,1771.08,1702.08,1746.08,54512.0
2021-11-25,1758.08,1791.28,1751.33,1761.11,39753.0
2021-11-26,1769.91,1772.08,1730.08,1746.09,32656.0
2021-11-29,1765.08,1795.08,1756.16,1790.08,42399.0
2021-11-30,1790.48,1794.98,1732.58,1735.85,36925.0
2021-12-01,1755.08,1765.03,1724.1,1738.07,26254.0
2021-12-02,1745.08,1747.23,1724.68,1739.08,20422.0
2021-12-03,1737.08,1793.7,1736.13,1776.96,35818.0
2021-12-06,1788.08,1795.08,1755.08,1772.38,31064.0
2021-12-07,1785.82,1792.95,1751.81,1760.95,36980.0
2021-12-08,1769.96,1850.08,1755.08,1848.08,61048.0
2021-12-09,1860.02,1922.0,1850.08,1891.63,64239.0
2021-12-10,1865.08,1900.86,1861.08,1895.08,43148.0
2021-12-13,1959.08,1985.08,1923.08,1923.28,65807.0
2021-12-14,1923.28,1972.98,1905.08,1955.08,40449.0
2021-12-15,1947.23,1970.03,1930.1,1940.08,30078.0
2021-12-16,1920.08,1949.13,1891.31,1924.07,37211.0
2021-12-17,1905.58,1913.08,1841.08,1855.78,48403.0
2021-12-20,1855.78,1890.74,1846.08,1864.04,32258.0
2021-12-21,1850.08,1874.21,1817.91,1843.28,26286.0
2021-12-22,1845.08,1868.08,1845.08,1853.08,17431.0
2021-12-23,1858.08,1925.08,1830.08,1925.08,39099.0
2021-12-24,1953.96,2022.04,1953.96,1999.17,56130.0
2021-12-27,1973.08,1973.08,1917.08,1936.9,37556.0
2021-12-28,1938.08,1960.58,1921.68,1943.26,27651.0
2021-12-29,1955.08,1959.33,1846.08,1846.08,54049.0
2021-12-30,1846.08,1894.06,1833.08,1880.08,35261.0
2021-12-31,1875.08,1878.06,1833.08,1855.08,29665.0
2022-01-04,1860.08,1874.03,1819.08,1856.31,33843.0
2022-01-05,1850.08,1870.08,1823.08,1829.08,28396.0
2022-01-06,1827.09,1841.08,1743.59,1787.3,51795.0
