date,balance
2014-06-03,391265591709.0
2014-06-04,391551196190.0
2014-06-05,390975091484.0
2014-06-06,390781306903.0
2014-06-09,391246832523.0
2014-06-10,391581081215.0
2014-06-11,392080587191.0
2014-06-12,393262154631.0
2014-06-13,392497296521.0
2014-06-16,394223249750.0
2014-06-17,397562283978.0
2014-06-18,401356861340.0
2014-06-19,402751400998.0
2014-06-20,402681050574.0
2014-06-23,402640528944.0
2014-06-24,402711184879.0
2014-06-25,403480424773.0
2014-06-26,402677242324.0
2014-06-27,401426655194.0
2014-06-30,403410904442.0
2014-07-01,404909783410.0
2014-07-02,406454880756.0
2014-07-03,408406747933.0
2014-07-04,408473321021.0
2014-07-07,411384234213.0
2014-07-08,413829801417.0
2014-07-09,415835660013.0
2014-07-10,418068766297.0
2014-07-11,418770891028.0
2014-07-14,421398761346.0
2014-07-15,422781764930.0
2014-07-16,424784891723.0
2014-07-17,425475502222.0
2014-07-18,423723702757.0
2014-07-21,423923034908.0
2014-07-22,425315631652.0
2014-07-23,428606361962.0
2014-07-24,430842222399.0
2014-07-25,429739514045.0
2014-07-28,428048503817.0
2014-07-29,430269994926.0
2014-07-30,435781897812.0
2014-07-31,440026555887.0
2014-08-01,439261069827.0
2014-08-04,443486149504.0
2014-08-05,447106929764.0
2014-08-06,452118475926.0
2014-08-07,456304666486.0
2014-08-08,457611106886.0
2014-08-11,460267744094.0
2014-08-12,465430439265.0
2014-08-13,471621664417.0
2014-08-14,476427308558.0
2014-08-15,477991773620.0
2014-08-18,482932120381.0
2014-08-19,486848075606.0
2014-08-20,491707237500.0
2014-08-21,496571510310.0
2014-08-22,498308258387.0
2014-08-25,502443747081.0
2014-08-26,506326189794.0
2014-08-27,510296667265.0
2014-08-28,518153792564.0
2014-08-29,520094215479.0
2014-09-01,524141733399.0
2014-09-02,523293210523.0
2014-09-03,523633889868.0
2014-09-04,529216567376.0
2014-09-09,537396626001.0
2014-09-10,544889067728.0
2014-09-11,551984603616.0
2014-09-12,556383218243.0
2014-09-15,565577660455.0
2014-09-16,571340434965.0
2014-09-17,576234816769.0
2014-09-18,580417700023.0
2014-09-19,581079563002.0
2014-09-22,591023352751.0
2014-09-23,596933270736.0
2014-09-24,609728509071.0
2014-09-25,618832223387.0
2014-09-26,622337937813.0
2014-09-29,619410498282.0
2014-09-30,607410666700.0
2014-10-08,625604878942.0
2014-10-09,636332121498.0
2014-10-10,642700436000.0
2014-10-13,652536064971.0
2014-10-14,659010980940.0
2014-10-15,665975434537.0
2014-10-16,668537916676.0
2014-10-17,669242844765.0
2014-10-20,673044877260.0
2014-10-21,676672557187.0
2014-10-22,680704309104.0
2014-10-23,687356680828.0
2014-10-24,690368787705.0
2014-10-27,694660611421.0
2014-10-28,691608833377.0
2014-10-29,691482895795.0
2014-10-30,696838232674.0
2014-10-31,697590568747.0
2014-11-03,705460444528.0
2014-11-04,711735369353.0
2014-11-05,717274540641.0
2014-11-06,722264651324.0
2014-11-07,723028477119.0
2014-11-10,727689902489.0
2014-11-11,732840458346.0
2014-11-12,736712388569.0
2014-11-13,739778456304.0
2014-11-14,740633852746.0
2014-11-17,744140539653.0
2014-11-18,747738570433.0
2014-11-19,751096863295.0
2014-11-20,754115666618.0
2014-11-21,757460354106.0
2014-11-24,777666026234.0
2014-11-25,793202597668.0
2014-11-26,806178294436.0
2014-11-27,810993247558.0
2014-11-28,818926666261.0
2014-12-01,831563476791.0
2014-12-02,840240014536.0
2014-12-03,849622094630.0
2014-12-04,873532569865.0
2014-12-05,881103102731.0
2014-12-08,908021500554.0
2014-12-09,919965039859.0
2014-12-10,928884952045.0
2014-12-11,934511891141.0
2014-12-12,936718925611.0
2014-12-15,949292951138.0
2014-12-16,961891079348.0
2014-12-17,976851969349.0
2014-12-18,987920938339.0
2014-12-19,1000148339895.0
2014-12-22,1003713741525.0
2014-12-23,999839946801.0
2014-12-24,995770935867.0
2014-12-25,1000646498552.0
2014-12-26,1006048362338.0
2014-12-29,1017404969016.0
2014-12-30,1021036418539.0
2014-12-31,1017372873368.0
2015-01-05,1029582812808.0
2015-01-06,1037728743552.0
2015-01-07,1049299989330.0
2015-01-08,1053022393707.0
2015-01-09,1060496907625.0
2015-01-12,1071949629876.0
2015-01-13,1078118771536.0
2015-01-14,1090952010463.0
2015-01-15,1106175337091.0
2015-01-16,1111362744580.0
2015-01-19,1092854311869.0
2015-01-20,1090888777665.0
2015-01-21,1095621817354.0
2015-01-22,1105908266240.0
2015-01-23,1112016601436.0
2015-01-26,1120151409461.0
2015-01-27,1124591896078.0
2015-01-28,1127785238651.0
2015-01-29,1130294425950.0
2015-01-30,1125933019889.0
2015-02-02,1127427797541.0
2015-02-03,1126700912061.0
2015-02-04,1129475711748.0
2015-02-05,1135360978645.0
2015-02-06,1138160998949.0
2015-02-09,1147812022341.0
2015-02-10,1164129836483.0
2015-02-11,1173956214654.0
2015-02-12,1172919606787.0
2015-02-13,1139165751596.0
2015-02-16,1132675130374.0
2015-02-17,1105777285250.0
2015-02-25,1135600606273.0
2015-02-26,1147553516050.0
2015-02-27,1152376881592.0
2015-03-02,1172473402686.0
2015-03-03,1191798136927.0
2015-03-04,1204700366288.0
2015-03-05,1219198086852.0
2015-03-06,1226714148687.0
2015-03-09,1241674660589.0
2015-03-10,1262501676676.0
2015-03-11,1286021691212.0
2015-03-12,1308206252529.0
2015-03-13,1312197915002.0
2015-03-16,1304887934928.0
2015-03-17,1314503602427.0
2015-03-18,1335187822967.0
2015-03-19,1356913562704.0
2015-03-20,1376979098209.0
2015-03-23,1392429605257.0
2015-03-24,1414077632798.0
2015-03-25,1435648371051.0
2015-03-26,1451622259821.0
2015-03-27,1458782667858.0
2015-03-30,1476472054593.0
2015-03-31,1485880151784.0
2015-04-01,1509954527971.0
2015-04-02,1529820700356.0
2015-04-03,1545016428521.0
2015-04-07,1576239785608.0
2015-04-08,1598034967666.0
2015-04-09,1622301948514.0
2015-04-10,1643072643118.0
2015-04-13,1671918319975.0
2015-04-14,1699433337021.0
2015-04-15,1721503241084.0
2015-04-16,1737495443925.0
2015-04-17,1725138017372.0
2015-04-20,1716904807674.0
2015-04-21,1730122295398.0
2015-04-22,1751680168685.0
2015-04-23,1769597669435.0
2015-04-24,1780419829563.0
2015-04-27,1805889895179.0
2015-04-28,1813503880247.0
2015-04-29,1825447338780.0
2015-04-30,1831016561927.0
2015-05-04,1857292884446.0
2015-05-05,1868824774613.0
2015-05-06,1889874480436.0
2015-05-07,1899982007147.0
2015-05-08,1875707625579.0
2015-05-11,1882306723001.0
2015-05-12,1895164710478.0
2015-05-13,1914047462337.0
2015-05-14,1926396684102.0
2015-05-15,1928938229097.0
2015-05-18,1947846353442.0
2015-05-19,1976879887711.0
2015-05-20,2005739078890.0
2015-05-21,2024780335165.0
2015-05-22,2013989133637.0
2015-05-25,2023768329382.0
2015-05-26,2042712199449.0
2015-05-27,2055308599108.0
2015-05-28,2067497905712.0
2015-05-29,2071958219694.0
2015-06-01,2100135149383.0
2015-06-02,2130096322974.0
2015-06-03,2150013699978.0
2015-06-04,2164591811048.0
2015-06-05,2160768383347.0
2015-06-08,2165597899554.0
2015-06-09,2177115224583.0
2015-06-10,2191883708574.0
2015-06-11,2205848192212.0
2015-06-12,2220702152570.0
2015-06-15,2231930859100.0
2015-06-16,2239445979829.0
2015-06-17,2255042762540.0
2015-06-18,2266635294021.0
2015-06-19,2261085353259.0
2015-06-23,2246785028463.0
2015-06-24,2206599051084.0
2015-06-25,2181842704486.0
2015-06-26,2125756751259.0
2015-06-29,2084066835266.0
2015-06-30,2044666506140.0
2015-07-01,2030567573892.0
2015-07-02,1979665485706.0
2015-07-03,1906748251186.0
2015-07-06,1770447201996.0
2015-07-07,1626101694487.0
2015-07-08,1456082818585.0
2015-07-09,1438008621547.0
2015-07-10,1438251747980.0
2015-07-13,1436976422446.0
2015-07-14,1438919712258.0
2015-07-15,1419895160981.0
2015-07-16,1418668046391.0
2015-07-17,1425594146080.0
2015-07-20,1423830452084.0
2015-07-21,1432670926184.0
2015-07-22,1436417184621.0
2015-07-23,1455427354257.0
2015-07-24,1454422169931.0
2015-07-27,1426925432949.0
2015-07-28,1379301492121.0
2015-07-29,1369171632437.0
2015-07-30,1367902106765.0
2015-07-31,1335416630899.0
2015-08-03,1293809923258.0
2015-08-04,1309377550364.0
2015-08-05,1309112256702.0
2015-08-06,1305394070462.0
2015-08-07,1314232636236.0
2015-08-10,1337205367683.0
2015-08-11,1351144208736.0
2015-08-12,1355680791244.0
2015-08-13,1369469887129.0
2015-08-14,1374852636619.0
2015-08-17,1389229860067.0
2015-08-18,1368723377174.0
2015-08-19,1361883433592.0
2015-08-20,1353812446145.0
2015-08-21,1323654849916.0
2015-08-24,1245487048036.0
2015-08-25,1160189160470.0
2015-08-26,1107823407106.0
2015-08-27,1074546333065.0
2015-08-28,1072238066654.0
2015-08-31,1055960525892.0
2015-09-01,1012220422123.0
2015-09-02,959153956737.0
2015-09-07,975416736389.0
2015-09-08,972959392874.0
2015-09-09,987276958283.0
2015-09-10,984194786440.0
2015-09-11,981843576265.0
2015-09-14,953397764377.0
2015-09-15,932721064261.0
2015-09-16,935178089174.0
2015-09-17,938336277667.0
2015-09-18,936214427590.0
2015-09-21,937894562685.0
2015-09-22,938478691148.0
2015-09-23,937018013206.0
2015-09-24,937212257284.0
2015-09-25,924702279748.0
2015-09-28,925808681194.0
2015-09-29,918294985443.0
2015-09-30,904050976067.0
2015-10-08,919535790442.0
2015-10-09,920886681161.0
2015-10-12,945013731157.0
2015-10-13,949458318492.0
2015-10-14,954857715836.0
2015-10-15,966086544099.0
2015-10-16,969812069281.0
2015-10-19,982188830214.0
2015-10-20,993094222956.0
2015-10-21,985087873967.0
2015-10-22,998304645937.0
2015-10-23,1007631774527.0
2015-10-26,1020997552835.0
2015-10-27,1027642464682.0
2015-10-28,1025367887823.0
2015-10-29,1032150487946.0
2015-10-30,1030206852967.0
2015-11-02,1027724226218.0
2015-11-03,1028957118718.0
2015-11-04,1049458303988.0
2015-11-05,1067487221573.0
2015-11-06,1080842214310.0
2015-11-09,1114034137101.0
2015-11-10,1135137465041.0
2015-11-11,1149912800029.0
2015-11-12,1163266716782.0
2015-11-13,1164204889228.0
2015-11-16,1176942064271.0
2015-11-17,1194528202247.0
2015-11-18,1195477905100.0
2015-11-19,1209322095413.0
2015-11-20,1218924378985.0
2015-11-23,1215091902051.0
2015-11-24,1217186293908.0
2015-11-25,1219175741992.0
2015-11-26,1217340738501.0
2015-11-27,1194308072187.0
2015-11-30,1193256611460.0
2015-12-01,1195241126180.0
2015-12-02,1190805006632.0
2015-12-03,1184945353436.0
2015-12-04,1164207497258.0
2015-12-07,1163273766585.0
2015-12-08,1155587090066.0
2015-12-09,1154125977202.0
2015-12-10,1152045174888.0
2015-12-11,1151180614040.0
2015-12-14,1165293554815.0
2015-12-15,1168617180685.0
2015-12-16,1171677040766.0
2015-12-17,1170628298175.0
2015-12-18,1171045842209.0
2015-12-21,1180673211678.0
2015-12-22,1190475272200.0
2015-12-23,1202445782119.0
2015-12-24,1208080901548.0
2015-12-25,1207678768541.0
2015-12-28,1186478264616.0
2015-12-29,1186769981839.0
2015-12-30,1188329378503.0
2015-12-31,1171307207674.0
2016-01-04,1158825813066.0
2016-01-05,1137462812465.0
2016-01-06,1131571545354.0
2016-01-07,1120063870824.0
2016-01-08,1096604701732.0
2016-01-11,1062078650357.0
2016-01-12,1042737451394.0
2016-01-13,1023975562996.0
2016-01-14,1014223219697.0
2016-01-15,997495959877.0
2016-01-18,996918582205.0
2016-01-19,995328061254.0
2016-01-20,991559565286.0
2016-01-21,983253319287.0
2016-01-22,979022339492.0
2016-01-25,975257521823.0
2016-01-26,950995104061.0
2016-01-27,929700379013.0
2016-01-28,913398265758.0
2016-01-29,907107782480.0
2016-02-01,897630767277.0
2016-02-02,898104587529.0
2016-02-03,892767481080.0
2016-02-04,888392779493.0
2016-02-05,869935109331.0
2016-02-15,873253207722.0
2016-02-16,878980310751.0
2016-02-17,880360095421.0
2016-02-18,882721317845.0
2016-02-19,881761659394.0
2016-02-22,885146820181.0
2016-02-23,884868034087.0
2016-02-24,887037775039.0
2016-02-25,873419096109.0
2016-02-26,867563437668.0
2016-02-29,850872121670.0
2016-03-01,848316978338.0
2016-03-02,852377326873.0
2016-03-03,854259201492.0
2016-03-04,841203549644.0
2016-03-07,845735308453.0
2016-03-08,843840596355.0
2016-03-09,839340386924.0
2016-03-10,836753875139.0
2016-03-11,833458325239.0
2016-03-14,840625196955.0
2016-03-15,835262489827.0
2016-03-16,826785334357.0
2016-03-17,837388087807.0
2016-03-18,845183295230.0
2016-03-21,863262238915.0
2016-03-22,868012183634.0
2016-03-23,873351186892.0
2016-03-24,872888702214.0
2016-03-25,873738378899.0
2016-03-28,874853140436.0
2016-03-29,873510448142.0
2016-03-30,877839705982.0
2016-03-31,878625903323.0
2016-04-01,871833902390.0
2016-04-05,884261192764.0
2016-04-06,887250102617.0
2016-04-07,886630850354.0
2016-04-08,882264152700.0
2016-04-11,887476909561.0
2016-04-12,883815152226.0
2016-04-13,892286879869.0
2016-04-14,895140490877.0
2016-04-15,891478164324.0
2016-04-18,889988746307.0
2016-04-19,890801986970.0
2016-04-20,877713504960.0
2016-04-21,873983700624.0
2016-04-22,869807236543.0
2016-04-25,868208414194.0
2016-04-26,867232225639.0
2016-04-27,865022436388.0
2016-04-28,864392728462.0
2016-04-29,857036701582.0
2016-05-03,865669937806.0
2016-05-04,866691373937.0
2016-05-05,869323224132.0
2016-05-06,857944816018.0
2016-05-09,852116232618.0
2016-05-10,846141608892.0
2016-05-11,841204208408.0
2016-05-12,838038671922.0
2016-05-13,832892147862.0
2016-05-16,834341424567.0
2016-05-17,832978827792.0
2016-05-18,826014213850.0
2016-05-19,826725385643.0
2016-05-20,824596987773.0
2016-05-23,824608339163.0
2016-05-24,824732360367.0
2016-05-25,823323378822.0
2016-05-26,823335627306.0
2016-05-27,820232377144.0
2016-05-30,818634395989.0
2016-05-31,826982165730.0
2016-06-01,829898835985.0
2016-06-02,835301751015.0
2016-06-03,833743035585.0
2016-06-06,836714458884.0
2016-06-07,838277525828.0
2016-06-08,834620992684.0
2016-06-13,830978936655.0
2016-06-14,828739370749.0
2016-06-15,836738037976.0
2016-06-16,836260564124.0
2016-06-17,834083578592.0
2016-06-20,835966823429.0
2016-06-21,834526601880.0
2016-06-22,837399134434.0
2016-06-23,836891422431.0
2016-06-24,835030619583.0
2016-06-27,842316912113.0
2016-06-28,845910663061.0
2016-06-29,849837554358.0
2016-06-30,850893091485.0
2016-07-01,848373855072.0
2016-07-04,856923184386.0
2016-07-05,860225710368.0
2016-07-06,863368284980.0
2016-07-07,866981172282.0
2016-07-08,863234723556.0
2016-07-11,865182178829.0
2016-07-12,870053641481.0
2016-07-13,872239434827.0
2016-07-14,873770395687.0
2016-07-15,872107148050.0
2016-07-18,876355161189.0
2016-07-19,881201551325.0
2016-07-20,882196877082.0
2016-07-21,882963148535.0
2016-07-22,880274860125.0
2016-07-25,882315310232.0
2016-07-26,884151385651.0
2016-07-27,872599952763.0
2016-07-28,868765727064.0
2016-07-29,863729060093.0
2016-08-01,860118366874.0
2016-08-02,859285374791.0
2016-08-03,859286577775.0
2016-08-04,860963939972.0
2016-08-05,857967925431.0
2016-08-08,861100690928.0
2016-08-09,864080719756.0
2016-08-10,867608857029.0
2016-08-11,868104626118.0
2016-08-12,865578198507.0
2016-08-15,876546087510.0
2016-08-16,886509313514.0
2016-08-17,889828434642.0
2016-08-18,894223871036.0
2016-08-19,894045395969.0
2016-08-22,895631889950.0
2016-08-23,896181482661.0
2016-08-24,897506824128.0
2016-08-25,897692322714.0
2016-08-26,895587406317.0
2016-08-29,897807631426.0
2016-08-30,897781021415.0
2016-08-31,899715256856.0
2016-09-01,899106507086.0
2016-09-02,895567050951.0
2016-09-05,896121870784.0
2016-09-06,902385632754.0
2016-09-07,902422932815.0
2016-09-08,903858403468.0
2016-09-09,900411947710.0
2016-09-12,897136886101.0
2016-09-13,896026302834.0
2016-09-14,889644175404.0
2016-09-19,892035518129.0
2016-09-20,892872537022.0
2016-09-21,893695876443.0
2016-09-22,892186904389.0
2016-09-23,888026487142.0
2016-09-26,887226981100.0
2016-09-27,886471979878.0
2016-09-28,884972819562.0
2016-09-29,882369047015.0
2016-09-30,868665604391.0
2016-10-10,878411187506.0
2016-10-11,882896701941.0
2016-10-12,887418136148.0
2016-10-13,890402703607.0
2016-10-14,889677824796.0
2016-10-17,891794547903.0
2016-10-18,897469423133.0
2016-10-19,899130449973.0
2016-10-20,900647256575.0
2016-10-21,898315775844.0
2016-10-24,904645258450.0
2016-10-25,908412990701.0
2016-10-26,910560799675.0
2016-10-27,912308239868.0
2016-10-28,905820865514.0
2016-10-31,907700177775.0
2016-11-01,910736870331.0
2016-11-02,910141113093.0
2016-11-03,916931382616.0
2016-11-04,915111778040.0
2016-11-07,917717888180.0
2016-11-08,919068654802.0
2016-11-09,922802938079.0
2016-11-10,928551524029.0
2016-11-11,928587131255.0
2016-11-14,936792762257.0
2016-11-15,941537604912.0
2016-11-16,945466942381.0
2016-11-17,945932287533.0
2016-11-18,943905561211.0
2016-11-21,950033537349.0
2016-11-22,956413063414.0
2016-11-23,956128924462.0
2016-11-24,956632365276.0
2016-11-25,955837081234.0
2016-11-28,963755055063.0
2016-11-29,966807403696.0
2016-11-30,972185621453.0
2016-12-01,969584399776.0
2016-12-02,965121372443.0
2016-12-05,963619566285.0
2016-12-06,963671388233.0
2016-12-07,965210684521.0
2016-12-08,964923898505.0
2016-12-09,961821426330.0
2016-12-12,950163091272.0
2016-12-13,948846003769.0
2016-12-14,949272804025.0
2016-12-15,952140054782.0
2016-12-16,948571880035.0
2016-12-19,947687711754.0
2016-12-20,948923015755.0
2016-12-21,948868413983.0
2016-12-22,947775526797.0
2016-12-23,942344121705.0
2016-12-26,943769836500.0
2016-12-27,944434486530.0
2016-12-28,944891809043.0
2016-12-29,944107951047.0
2016-12-30,935769676921.0
2017-01-03,935832559799.0
2017-01-04,934594854977.0
2017-01-05,932900065833.0
2017-01-06,929453224403.0
2017-01-09,929468934803.0
2017-01-10,927824461411.0
2017-01-11,925585425374.0
2017-01-12,923550691401.0
2017-01-13,916524592533.0
2017-01-16,898877736460.0
2017-01-17,897358798905.0
2017-01-18,894103909957.0
2017-01-19,892229637469.0
2017-01-20,888736050548.0
2017-01-23,886134954085.0
2017-01-24,881729014113.0
2017-01-25,878214031653.0
2017-01-26,865010437753.0
2017-02-03,869708160544.0
2017-02-06,874412867242.0
2017-02-07,874731205811.0
2017-02-08,877490886650.0
2017-02-09,881332437848.0
2017-02-10,879524853353.0
2017-02-13,884664258435.0
2017-02-14,886432801744.0
2017-02-15,888277067722.0
2017-02-16,891753714793.0
2017-02-17,890112378170.0
2017-02-20,894935868779.0
2017-02-21,896021747833.0
2017-02-22,898281549718.0
2017-02-23,901455373684.0
2017-02-24,901414486550.0
2017-02-27,904123762538.0
2017-02-28,906345261286.0
2017-03-01,907090050477.0
2017-03-02,908223600038.0
2017-03-03,905594570914.0
2017-03-06,908838022784.0
2017-03-07,909396270740.0
2017-03-08,909417261280.0
2017-03-09,908767402459.0
2017-03-14,908647468941.0
2017-03-15,909625062147.0
2017-03-16,916593352734.0
2017-03-20,918360968221.0
2017-03-21,919844527032.0
2017-03-22,921474030810.0
2017-03-23,922149574982.0
2017-03-27,925924646266.0
2017-03-28,926996930003.0
2017-03-29,926649661481.0
2017-03-30,925557284472.0
2017-03-31,918024668375.0
2017-04-05,923153694137.0
2017-04-06,924044386024.0
2017-04-07,921500568361.0
2017-04-10,925553433456.0
2017-04-11,930753918517.0
2017-04-12,932413357851.0
2017-04-13,935682102106.0
2017-04-14,932574172055.0
2017-04-17,934274582154.0
2017-04-18,932672169729.0
2017-04-19,929602348026.0
2017-04-20,926626045316.0
2017-04-21,918551460328.0
2017-04-24,912755951363.0
2017-04-25,910719908970.0
2017-04-26,909790779822.0
2017-04-27,910010791750.0
2017-04-28,904679025964.0
2017-05-02,906301039373.0
2017-05-03,907066757106.0
2017-05-04,908680634763.0
2017-05-05,902953308206.0
2017-05-08,898034658990.0
2017-05-09,896337336084.0
2017-05-10,890721283042.0
2017-05-11,882669019789.0
2017-05-12,877287574914.0
2017-05-15,874967116664.0
2017-05-16,877760699576.0
2017-05-17,878626179307.0
2017-05-18,879696445312.0
2017-05-19,876912496161.0
2017-05-22,876157676280.0
2017-05-23,871299876643.0
2017-05-24,870531468224.0
2017-05-25,870239633008.0
2017-05-26,863994052430.0
2017-05-31,864815002865.0
2017-06-01,859780700615.0
2017-06-02,858002686959.0
2017-06-05,859152110560.0
2017-06-06,858121425847.0
2017-06-07,861715437304.0
2017-06-08,862341610498.0
2017-06-09,860608720575.0
2017-06-12,862527986204.0
2017-06-13,865273306747.0
2017-06-14,865587575529.0
2017-06-15,868901639580.0
2017-06-16,865612291222.0
2017-06-19,867471673328.0
2017-06-20,867499490102.0
2017-06-21,868809656652.0
2017-06-22,869148413833.0
2017-06-23,866794774655.0
2017-06-26,871916932707.0
2017-06-27,874112034118.0
2017-06-28,877068551313.0
2017-06-29,878149833143.0
2017-06-30,875606340707.0
2017-07-03,877507578907.0
2017-07-04,878919427676.0
2017-07-05,880900655833.0
2017-07-06,881158300443.0
2017-07-07,879977180950.0
2017-07-10,882774959549.0
2017-07-11,882831383519.0
2017-07-12,884245553954.0
2017-07-13,884625346553.0
2017-07-14,880564483038.0
2017-07-17,875570744628.0
2017-07-18,875734638088.0
2017-07-19,878104396173.0
2017-07-20,879281096357.0
2017-07-21,878290350961.0
2017-07-24,884179341953.0
2017-07-25,887761749955.0
2017-07-26,890372896365.0
2017-07-27,893760457210.0
2017-07-28,890846894868.0
2017-07-31,896223311481.0
2017-08-01,897562419018.0
2017-08-02,901272960822.0
2017-08-03,905427417195.0
2017-08-04,902106292399.0
2017-08-07,905358362615.0
2017-08-08,904460685654.0
2017-08-09,908294146844.0
2017-08-10,908654202075.0
2017-08-11,904869339322.0
2017-08-14,909879147320.0
2017-08-15,912394761035.0
2017-08-16,914912654372.0
2017-08-17,917861480822.0
2017-08-18,916066872284.0
2017-08-21,919628249006.0
2017-08-22,921666207182.0
2017-08-23,922504648399.0
2017-08-24,923785282858.0
2017-08-25,922706338593.0
2017-08-28,929205864210.0
2017-08-29,933104972145.0
2017-08-30,935128465593.0
2017-08-31,941682282587.0
2017-09-01,942973468711.0
2017-09-04,948843264183.0
2017-09-05,951890569299.0
2017-09-06,956874614541.0
2017-09-07,960147439274.0
2017-09-08,960945738694.0
2017-09-11,969107967818.0
2017-09-12,973637336815.0
2017-09-13,977024533140.0
2017-09-15,978863710281.0
2017-09-18,984436747141.0
2017-09-19,987340433189.0
2017-09-20,993069759993.0
2017-09-21,990409247389.0
2017-09-22,987109997668.0
2017-09-25,984544982064.0
2017-09-26,983638852309.0
2017-09-27,982872492936.0
2017-09-28,980554084853.0
2017-09-29,965701460511.0
2017-10-09,981526882668.0
2017-10-10,988226387531.0
2017-10-11,990046901251.0
2017-10-12,990224542360.0
2017-10-13,989592843617.0
2017-10-16,990784318670.0
2017-10-17,990456973017.0
2017-10-18,986807042277.0
2017-10-19,983774130320.0
2017-10-20,982139120738.0
2017-10-23,985758110619.0
2017-10-24,982492203868.0
2017-10-25,984707686364.0
2017-10-26,992042646613.0
2017-10-27,992312731127.0
2017-10-30,992425480834.0
2017-10-31,994710410681.0
2017-11-01,1000088416449.0
2017-11-02,999623359580.0
2017-11-03,995302490524.0
2017-11-06,1001847695281.0
2017-11-07,1007235378046.0
2017-11-08,1012699409274.0
2017-11-09,1016248029791.0
2017-11-10,1018075032613.0
2017-11-13,1026917599596.0
2017-11-14,1031184341276.0
2017-11-15,1032554644527.0
2017-11-16,1035013914322.0
2017-11-17,1022635565151.0
2017-11-20,1023929408151.0
2017-11-21,1031191705498.0
2017-11-22,1034048094587.0
2017-11-23,1031580163203.0
2017-11-24,1025004338161.0
2017-11-27,1021018724059.0
2017-11-28,1022995438441.0
2017-11-29,1024796462106.0
2017-11-30,1023885170071.0
2017-12-01,1021973954428.0
2017-12-04,1020975457900.0
2017-12-05,1007603404955.0
2017-12-06,1008354560245.0
2017-12-07,1009113617246.0
2017-12-08,1009203719622.0
2017-12-11,1010913104446.0
2017-12-12,1012310483951.0
2017-12-13,1015249840950.0
2017-12-14,1017568913572.0
2017-12-15,1014454385911.0
2017-12-18,1015353300545.0
2017-12-19,1016720141229.0
2017-12-20,1015852220746.0
2017-12-21,1017070791557.0
2017-12-22,1016182513792.0
2017-12-25,1018697496831.0
2017-12-26,1021642416385.0
2017-12-27,1023446915543.0
2017-12-28,1026880456297.0
2017-12-29,1021757693531.0
2018-01-02,1025152603014.0
2018-01-03,1026853988160.0
2018-01-04,1028921104820.0
2018-01-05,1028813557582.0
2018-01-08,1034194823840.0
2018-01-09,1037871274971.0
2018-01-10,1042512530329.0
2018-01-11,1045577359438.0
2018-01-12,1043560196198.0
2018-01-15,1045186304553.0
2018-01-16,1050788325527.0
2018-01-17,1052447240918.0
2018-01-18,1059878314750.0
2018-01-19,1061057573211.0
2018-01-22,1066258651882.0
2018-01-23,1071405792409.0
2018-01-24,1075837974238.0
2018-01-25,1076363897805.0
2018-01-26,1074274621970.0
2018-01-29,1077989989116.0
2018-01-30,1078400270526.0
2018-01-31,1074273557410.0
2018-02-01,1061754383196.0
2018-02-02,1052757954144.0
2018-02-05,1050767470897.0
2018-02-06,1034520671199.0
2018-02-07,1029148567228.0
2018-02-08,1025934041354.0
2018-02-09,1007932861964.0
2018-02-12,1000443611060.0
2018-02-13,991334097064.0
2018-02-14,977773369054.0
2018-02-22,982507802998.0
2018-02-23,982666013730.0
2018-02-26,987722773340.0
2018-02-27,988782427678.0
2018-02-28,990296561911.0
2018-03-01,993445532019.0
2018-03-02,992737281978.0
2018-03-05,992447273195.0
2018-03-06,995439489574.0
2018-03-07,994498634626.0
2018-03-08,995521314842.0
2018-03-09,994833968696.0
2018-03-12,1000196057361.0
2018-03-13,1000601094885.0
2018-03-14,1002565034743.0
2018-03-15,1003707563932.0
2018-03-16,1001298170457.0
2018-03-19,1002705098679.0
2018-03-20,1003222620642.0
2018-03-21,1005301089624.0
2018-03-22,1006118541380.0
2018-03-23,989617289869.0
2018-03-26,993985748713.0
2018-03-27,996189730862.0
2018-03-28,995811678282.0
2018-03-29,997844700625.0
2018-03-30,995763369815.0
2018-04-02,998858314580.0
2018-04-03,998761384609.0
2018-04-04,992812553717.0
2018-04-09,995884511044.0
2018-04-10,994654677564.0
2018-04-11,995349756507.0
2018-04-12,995689695928.0
2018-04-13,994230499833.0
2018-04-16,995715763658.0
2018-04-17,993379485751.0
2018-04-18,993175208195.0
2018-04-19,991189066759.0
2018-04-20,986037432165.0
2018-04-23,987248005581.0
2018-04-24,985597052507.0
2018-04-25,986952547560.0
2018-04-26,986084158823.0
2018-04-27,978902710919.0
2018-05-02,978162000169.0
2018-05-03,977042805418.0
2018-05-04,974751470505.0
2018-05-07,977021715366.0
2018-05-08,978200632353.0
2018-05-09,980800899624.0
2018-05-10,982886794697.0
2018-05-11,979312115362.0
2018-05-14,980085833888.0
2018-05-15,981074970172.0
2018-05-16,981667418122.0
2018-05-17,983668660983.0
2018-05-18,981718779070.0
2018-05-21,985004802246.0
2018-05-22,988982630745.0
2018-05-23,990997134276.0
2018-05-24,992730622465.0
2018-05-25,989249339702.0
2018-05-28,989809253042.0
2018-05-29,988448332410.0
2018-05-30,983962286060.0
2018-05-31,983045521185.0
2018-06-01,978586722006.0
2018-06-04,976031880480.0
2018-06-05,976121868857.0
2018-06-06,975492501323.0
2018-06-07,975481367536.0
2018-06-08,972242212106.0
